B1,B2,A1,B3,B4,B5,B6,B7,B8,A2,class
10 ,11 ,1 ,14023 ,16579 ,12 ,9 ,1968 ,2046 ,3 ,0 
12 ,7 ,1 ,18133 ,22868 ,17 ,8 ,2642 ,1179 ,3 ,0 
22 ,32 ,1 ,17846 ,22431 ,13 ,8 ,2272 ,2078 ,3 ,0 
6 ,6 ,1 ,20145 ,21941 ,12 ,8 ,1741 ,1294 ,3 ,0 
18 ,32 ,1 ,18462 ,21615 ,12 ,10 ,1675 ,1455 ,3 ,0 
12 ,6 ,1 ,19879 ,22682 ,18 ,8 ,2682 ,1285 ,3 ,0 
6 ,8 ,1 ,22215 ,21880 ,8 ,11 ,999 ,1432 ,2 ,0 
18 ,33 ,1 ,20620 ,23329 ,10 ,8 ,1795 ,1938 ,3 ,0 
6 ,6 ,1 ,18845 ,23709 ,12 ,10 ,1804 ,1563 ,3 ,0 
15 ,30 ,1 ,16319 ,22128 ,11 ,9 ,1588 ,1399 ,3 ,0 
20 ,29 ,1 ,19723 ,22776 ,15 ,8 ,2345 ,1397 ,3 ,0 
24 ,45 ,1 ,18735 ,21560 ,8 ,8 ,1340 ,1797 ,3 ,0 
22 ,32 ,1 ,16492 ,22901 ,17 ,8 ,2269 ,1293 ,3 ,0 
50 ,57 ,1 ,17076 ,20086 ,9 ,8 ,1635 ,2009 ,3 ,0 
7 ,7 ,1 ,23683 ,23497 ,12 ,9 ,1664 ,1378 ,3 ,0 
19 ,31 ,1 ,16058 ,21122 ,10 ,10 ,1571 ,1754 ,3 ,0 
8 ,6 ,1 ,19396 ,24217 ,11 ,9 ,1697 ,1575 ,3 ,0 
18 ,32 ,1 ,15675 ,21323 ,9 ,9 ,1341 ,1381 ,3 ,0 
11 ,8 ,1 ,21763 ,25233 ,15 ,10 ,2065 ,1546 ,3 ,0 
13 ,14 ,1 ,19333 ,24416 ,11 ,9 ,1807 ,1830 ,3 ,0 
28 ,44 ,1 ,18248 ,21106 ,12 ,7 ,2134 ,2033 ,3 ,0 
24 ,42 ,1 ,19998 ,22148 ,13 ,9 ,2070 ,1581 ,3 ,0 
22 ,39 ,1 ,19324 ,23488 ,9 ,8 ,1582 ,1679 ,3 ,0 
21 ,31 ,1 ,18124 ,22371 ,17 ,9 ,2364 ,1300 ,3 ,0 
11 ,9 ,1 ,18551 ,22356 ,14 ,10 ,1911 ,1451 ,3 ,0 
17 ,28 ,1 ,20439 ,23299 ,13 ,9 ,2188 ,1930 ,3 ,0 
21 ,21 ,1 ,17320 ,19282 ,15 ,9 ,2553 ,2019 ,3 ,0 
7 ,7 ,1 ,16532 ,21006 ,12 ,9 ,1753 ,1427 ,3 ,0 
26 ,44 ,1 ,13722 ,17702 ,8 ,8 ,1489 ,2140 ,3 ,0 
22 ,32 ,1 ,23255 ,25021 ,14 ,9 ,2638 ,2350 ,3 ,0 
17 ,32 ,1 ,17330 ,20695 ,13 ,7 ,2138 ,1348 ,3 ,0 
11 ,10 ,1 ,15300 ,20561 ,10 ,8 ,1482 ,1311 ,3 ,0 
51 ,59 ,1 ,19547 ,23709 ,10 ,8 ,1914 ,2265 ,3 ,0 
32 ,46 ,1 ,16690 ,18781 ,10 ,8 ,2226 ,2493 ,3 ,0 
13 ,7 ,2 ,19189 ,22881 ,18 ,7 ,2564 ,1108 ,3 ,0 
6 ,7 ,3 ,11227 ,15061 ,7 ,7 ,1169 ,1645 ,4 ,0 
18 ,28 ,1 ,15787 ,20038 ,11 ,8 ,1590 ,1321 ,3 ,0 
0 ,0 ,1 ,28222 ,22124 ,7 ,1 ,586 ,69 ,3 ,1 
13 ,9 ,1 ,14447 ,17315 ,18 ,7 ,2671 ,1169 ,3 ,0 
12 ,10 ,1 ,16903 ,20574 ,13 ,9 ,1795 ,1403 ,3 ,0 
9 ,8 ,1 ,19760 ,22192 ,10 ,10 ,1474 ,1497 ,3 ,0 
23 ,34 ,1 ,19687 ,23385 ,14 ,9 ,2220 ,1655 ,3 ,0 
17 ,23 ,1 ,18242 ,20698 ,15 ,11 ,2232 ,1954 ,3 ,0 
15 ,18 ,1 ,16219 ,18229 ,17 ,7 ,2708 ,1444 ,3 ,0 
21 ,38 ,1 ,20971 ,23916 ,11 ,9 ,1572 ,1488 ,3 ,0 
11 ,7 ,1 ,17130 ,19629 ,16 ,9 ,2428 ,1567 ,3 ,0 
13 ,11 ,1 ,18634 ,20892 ,11 ,8 ,1896 ,1746 ,3 ,0 
11 ,10 ,1 ,20850 ,23419 ,15 ,11 ,2212 ,1670 ,3 ,0 
9 ,7 ,1 ,16508 ,19881 ,14 ,10 ,2022 ,1467 ,3 ,0 
0 ,4 ,1 ,32719 ,24919 ,6 ,1 ,590 ,70 ,3 ,1 
0 ,0 ,1 ,32702 ,24935 ,7 ,1 ,590 ,72 ,3 ,1 
24 ,42 ,1 ,18397 ,23451 ,7 ,8 ,1024 ,1314 ,6 ,0 
13 ,32 ,1 ,18699 ,19828 ,6 ,6 ,763 ,1122 ,3 ,0 
10 ,13 ,1 ,18973 ,23622 ,13 ,9 ,2075 ,1752 ,3 ,0 
9 ,8 ,2 ,21328 ,23625 ,10 ,8 ,1436 ,1342 ,3 ,0 
26 ,39 ,3 ,18955 ,21092 ,13 ,8 ,2370 ,2169 ,3 ,0 
26 ,39 ,1 ,18674 ,21997 ,12 ,10 ,2147 ,2293 ,3 ,0 
9 ,10 ,1 ,19551 ,22869 ,9 ,9 ,1355 ,1441 ,3 ,0 
33 ,47 ,1 ,16871 ,19645 ,11 ,8 ,1985 ,1871 ,3 ,0 
15 ,28 ,1 ,21723 ,24561 ,11 ,9 ,1814 ,1726 ,3 ,0 
15 ,26 ,1 ,14518 ,20648 ,11 ,9 ,1565 ,1425 ,3 ,0 
20 ,27 ,1 ,15081 ,21149 ,15 ,10 ,2327 ,1751 ,3 ,0 
14 ,29 ,1 ,15390 ,20178 ,10 ,9 ,1637 ,1558 ,3 ,0 
17 ,36 ,1 ,18012 ,22672 ,11 ,10 ,1669 ,1766 ,3 ,0 
20 ,31 ,1 ,18085 ,19942 ,16 ,9 ,2233 ,1341 ,3 ,0 
23 ,40 ,1 ,20049 ,20914 ,13 ,8 ,2199 ,1899 ,3 ,0 
16 ,30 ,1 ,19312 ,21815 ,10 ,8 ,1481 ,1345 ,3 ,0 
11 ,7 ,1 ,19355 ,23837 ,15 ,9 ,2324 ,1522 ,3 ,0 
10 ,10 ,1 ,16086 ,19904 ,14 ,12 ,1919 ,1669 ,3 ,0 
14 ,14 ,1 ,17009 ,20234 ,15 ,14 ,2537 ,2586 ,3 ,0 
9 ,11 ,1 ,18663 ,20850 ,12 ,8 ,2059 ,1536 ,3 ,0 
16 ,20 ,1 ,13461 ,18263 ,13 ,8 ,2186 ,1505 ,3 ,0 
29 ,46 ,1 ,19179 ,20669 ,12 ,7 ,2373 ,2067 ,3 ,0 
6 ,4 ,1 ,16470 ,19948 ,14 ,7 ,2146 ,988 ,3 ,0 
12 ,17 ,1 ,16901 ,18386 ,11 ,8 ,1896 ,1715 ,3 ,0 
26 ,43 ,1 ,20117 ,22660 ,11 ,9 ,1606 ,1382 ,3 ,0 
33 ,42 ,1 ,18614 ,22816 ,14 ,8 ,2569 ,1941 ,3 ,0 
14 ,13 ,1 ,27998 ,28408 ,8 ,7 ,1013 ,1246 ,3 ,0 
28 ,39 ,1 ,17799 ,21415 ,15 ,8 ,2742 ,1918 ,3 ,0 
15 ,30 ,1 ,21292 ,22105 ,11 ,8 ,1948 ,2043 ,3 ,0 
9 ,9 ,2 ,19048 ,21404 ,13 ,10 ,1913 ,1614 ,3 ,0 
23 ,40 ,2 ,23379 ,23315 ,10 ,11 ,1786 ,2224 ,3 ,0 
19 ,36 ,2 ,21467 ,22568 ,11 ,9 ,1678 ,1494 ,3 ,0 
13 ,18 ,2 ,20213 ,22945 ,14 ,9 ,2148 ,1444 ,3 ,0 
19 ,28 ,1 ,21918 ,24055 ,14 ,9 ,1984 ,1381 ,3 ,0 
20 ,30 ,1 ,16596 ,21580 ,15 ,9 ,2416 ,1854 ,3 ,0 
4 ,4 ,1 ,18547 ,22310 ,8 ,8 ,1313 ,1413 ,3 ,0 
21 ,31 ,1 ,16776 ,22278 ,14 ,10 ,1973 ,1444 ,3 ,0 
7 ,9 ,1 ,22656 ,24473 ,11 ,10 ,1397 ,1383 ,3 ,0 
20 ,31 ,1 ,21570 ,24351 ,12 ,9 ,2030 ,1928 ,3 ,0 
9 ,8 ,1 ,17629 ,19832 ,13 ,10 ,2015 ,1358 ,3 ,0 
22 ,36 ,1 ,21947 ,24862 ,11 ,8 ,1913 ,1776 ,3 ,0 
30 ,49 ,1 ,18557 ,20870 ,10 ,6 ,1987 ,2329 ,3 ,0 
15 ,27 ,1 ,19176 ,22874 ,13 ,7 ,2038 ,1279 ,3 ,0 
29 ,45 ,1 ,17985 ,20987 ,11 ,9 ,2113 ,2342 ,3 ,0 
25 ,33 ,1 ,21242 ,24336 ,14 ,8 ,2372 ,1523 ,3 ,0 
7 ,6 ,1 ,21353 ,22790 ,11 ,9 ,1670 ,1424 ,3 ,0 
15 ,25 ,1 ,19481 ,23299 ,9 ,9 ,1651 ,2192 ,3 ,0 
11 ,7 ,1 ,17775 ,21621 ,16 ,9 ,2323 ,1310 ,3 ,0 
23 ,36 ,1 ,16105 ,19000 ,11 ,10 ,1640 ,1662 ,3 ,0 
25 ,41 ,1 ,20991 ,23139 ,12 ,9 ,1897 ,1732 ,3 ,0 
13 ,7 ,1 ,15982 ,20810 ,18 ,8 ,2610 ,1206 ,3 ,0 
12 ,6 ,1 ,21796 ,24264 ,18 ,7 ,2614 ,1032 ,3 ,0 
8 ,8 ,1 ,16420 ,20728 ,13 ,10 ,1767 ,1494 ,3 ,0 
4 ,25 ,1 ,32097 ,24993 ,7 ,1 ,603 ,109 ,3 ,1 
16 ,27 ,1 ,19343 ,23682 ,13 ,8 ,2065 ,1741 ,3 ,0 
44 ,44 ,1 ,18562 ,23796 ,12 ,9 ,2536 ,2643 ,3 ,0 
20 ,31 ,1 ,17891 ,22410 ,14 ,8 ,2363 ,1966 ,3 ,0 
11 ,9 ,1 ,18600 ,23182 ,12 ,10 ,2055 ,1701 ,3 ,0 
1 ,10 ,1 ,32656 ,24860 ,6 ,1 ,867 ,500 ,3 ,1 
0 ,0 ,1 ,32714 ,24947 ,6 ,1 ,811 ,466 ,3 ,1 
15 ,12 ,1 ,23375 ,24456 ,14 ,7 ,2091 ,1130 ,3 ,0 
18 ,25 ,1 ,19849 ,23587 ,16 ,7 ,2410 ,1314 ,3 ,0 
33 ,35 ,1 ,15126 ,17754 ,9 ,6 ,2159 ,2657 ,3 ,0 
9 ,8 ,1 ,19471 ,22161 ,13 ,10 ,1801 ,1516 ,3 ,0 
16 ,20 ,1 ,17836 ,21585 ,13 ,9 ,2150 ,1994 ,3 ,0 
9 ,22 ,1 ,20489 ,24668 ,7 ,7 ,992 ,1190 ,3 ,0 
26 ,42 ,1 ,18468 ,21438 ,11 ,9 ,1607 ,1662 ,3 ,0 
34 ,42 ,1 ,17531 ,18767 ,12 ,10 ,2341 ,2420 ,3 ,0 
10 ,9 ,1 ,19931 ,23250 ,12 ,9 ,1734 ,1393 ,3 ,0 
22 ,32 ,1 ,19334 ,21798 ,15 ,9 ,2345 ,1871 ,3 ,0 
8 ,5 ,1 ,21242 ,22243 ,13 ,8 ,2014 ,1270 ,3 ,0 
16 ,32 ,1 ,19756 ,24041 ,10 ,9 ,1683 ,2028 ,3 ,0 
8 ,7 ,1 ,15702 ,17749 ,14 ,9 ,2052 ,1311 ,3 ,0 
9 ,8 ,1 ,18243 ,24543 ,14 ,10 ,1931 ,1438 ,3 ,0 
17 ,24 ,1 ,15908 ,19358 ,14 ,10 ,1963 ,1529 ,3 ,0 
19 ,29 ,2 ,24044 ,25271 ,14 ,9 ,2268 ,1787 ,3 ,0 
14 ,26 ,3 ,15750 ,19214 ,12 ,9 ,1732 ,1420 ,3 ,0 
21 ,36 ,1 ,18803 ,22326 ,10 ,9 ,1584 ,1752 ,3 ,0 
15 ,19 ,1 ,21864 ,23568 ,15 ,8 ,2341 ,1637 ,3 ,0 
21 ,37 ,1 ,19727 ,22400 ,12 ,7 ,1778 ,1276 ,3 ,0 
29 ,41 ,1 ,20390 ,22708 ,14 ,9 ,2293 ,1920 ,3 ,0 
21 ,37 ,1 ,17245 ,20750 ,12 ,9 ,2080 ,2136 ,3 ,0 
10 ,10 ,1 ,17040 ,21495 ,14 ,8 ,2061 ,1319 ,3 ,0 
18 ,27 ,1 ,21547 ,23277 ,11 ,8 ,2017 ,2075 ,3 ,0 
14 ,27 ,1 ,20518 ,23387 ,13 ,8 ,2146 ,1760 ,3 ,0 
9 ,18 ,1 ,10697 ,17333 ,6 ,8 ,728 ,1134 ,10 ,0 
12 ,13 ,1 ,22726 ,23918 ,13 ,11 ,2163 ,2290 ,3 ,0 
17 ,30 ,1 ,19138 ,22323 ,14 ,9 ,2067 ,1497 ,3 ,0 
7 ,7 ,1 ,18200 ,20359 ,10 ,9 ,1458 ,1448 ,3 ,0 
19 ,29 ,1 ,22780 ,24195 ,14 ,9 ,2123 ,1492 ,3 ,0 
9 ,7 ,1 ,19633 ,23133 ,14 ,10 ,1942 ,1502 ,3 ,0 
8 ,20 ,1 ,32944 ,25205 ,6 ,1 ,585 ,65 ,3 ,1 
18 ,30 ,1 ,16188 ,20319 ,13 ,10 ,1872 ,1512 ,3 ,0 
18 ,31 ,1 ,17723 ,21050 ,12 ,9 ,1931 ,1630 ,3 ,0 
8 ,7 ,1 ,20015 ,22480 ,13 ,9 ,1782 ,1411 ,3 ,0 
27 ,34 ,1 ,18738 ,23095 ,15 ,10 ,2392 ,1900 ,3 ,0 
16 ,36 ,1 ,13802 ,17614 ,7 ,9 ,1204 ,1770 ,3 ,0 
13 ,32 ,1 ,24265 ,22414 ,8 ,8 ,1182 ,1422 ,3 ,0 
9 ,7 ,1 ,17878 ,22407 ,15 ,9 ,2283 ,1677 ,3 ,0 
17 ,29 ,1 ,15731 ,19669 ,12 ,9 ,2042 ,1943 ,3 ,0 
7 ,7 ,1 ,14791 ,19537 ,10 ,9 ,1471 ,1382 ,3 ,0 
8 ,7 ,1 ,23378 ,24348 ,13 ,8 ,1910 ,1273 ,3 ,0 
21 ,30 ,1 ,21468 ,23745 ,12 ,9 ,1623 ,1472 ,3 ,0 
28 ,43 ,1 ,17451 ,20849 ,11 ,8 ,1668 ,1579 ,3 ,0 
33 ,48 ,1 ,24254 ,24397 ,12 ,7 ,1776 ,1314 ,3 ,0 
19 ,37 ,1 ,21461 ,21064 ,9 ,9 ,1665 ,2100 ,3 ,0 
35 ,47 ,1 ,18330 ,22392 ,11 ,11 ,1767 ,2062 ,3 ,0 
28 ,42 ,1 ,18142 ,22264 ,15 ,7 ,2437 ,1826 ,3 ,0 
9 ,7 ,1 ,17764 ,21191 ,13 ,10 ,1962 ,1490 ,3 ,0 
15 ,24 ,1 ,20602 ,24171 ,13 ,8 ,2089 ,1543 ,3 ,0 
16 ,32 ,1 ,17313 ,23051 ,10 ,10 ,1344 ,1408 ,3 ,0 
15 ,30 ,3 ,23114 ,25906 ,10 ,9 ,1740 ,1908 ,3 ,0 
17 ,30 ,3 ,16365 ,19606 ,13 ,9 ,1881 ,1407 ,3 ,0 
0 ,0 ,1 ,32757 ,25038 ,7 ,1 ,864 ,498 ,3 ,1 
19 ,28 ,1 ,17310 ,19465 ,17 ,9 ,2584 ,1801 ,3 ,0 
15 ,26 ,2 ,18966 ,21853 ,14 ,10 ,2028 ,1557 ,3 ,0 
21 ,28 ,3 ,17921 ,21475 ,18 ,8 ,2814 ,1381 ,3 ,0 
18 ,21 ,1 ,23283 ,25525 ,14 ,8 ,2423 ,1840 ,3 ,0 
17 ,32 ,1 ,22470 ,24986 ,13 ,8 ,2211 ,1859 ,3 ,0 
12 ,32 ,1 ,16423 ,18791 ,7 ,8 ,988 ,1243 ,3 ,0 
6 ,7 ,1 ,24189 ,25682 ,9 ,10 ,1296 ,1548 ,3 ,0 
21 ,37 ,1 ,19821 ,20506 ,12 ,9 ,2363 ,2374 ,3 ,0 
7 ,7 ,1 ,23852 ,25993 ,11 ,9 ,1610 ,1373 ,3 ,0 
19 ,28 ,1 ,19960 ,21992 ,15 ,7 ,2228 ,1178 ,3 ,0 
19 ,19 ,1 ,24913 ,25654 ,14 ,8 ,1927 ,1256 ,3 ,0 
30 ,41 ,1 ,18449 ,20962 ,16 ,7 ,2301 ,1104 ,3 ,0 
20 ,36 ,1 ,20287 ,22653 ,11 ,8 ,2032 ,1991 ,3 ,0 
10 ,8 ,1 ,19856 ,24316 ,12 ,9 ,1775 ,1409 ,3 ,0 
17 ,31 ,1 ,13004 ,15993 ,12 ,11 ,1561 ,1527 ,3 ,0 
18 ,25 ,1 ,23222 ,24192 ,11 ,7 ,2103 ,2097 ,3 ,0 
25 ,35 ,1 ,21179 ,24997 ,12 ,10 ,2050 ,2232 ,3 ,0 
37 ,44 ,1 ,21553 ,24764 ,11 ,9 ,2240 ,2334 ,3 ,0 
9 ,6 ,1 ,20541 ,22813 ,14 ,8 ,2269 ,1465 ,3 ,0 
20 ,29 ,1 ,18253 ,22053 ,18 ,8 ,2496 ,1161 ,3 ,0 
9 ,8 ,1 ,16120 ,20861 ,13 ,10 ,1773 ,1414 ,3 ,0 
10 ,8 ,1 ,19277 ,23726 ,14 ,11 ,2036 ,1493 ,3 ,0 
14 ,21 ,1 ,17385 ,21404 ,14 ,8 ,2177 ,1584 ,3 ,0 
20 ,17 ,1 ,19944 ,22720 ,18 ,8 ,2669 ,1339 ,3 ,0 
24 ,49 ,1 ,19256 ,23012 ,12 ,10 ,1643 ,1469 ,3 ,0 
27 ,42 ,1 ,24228 ,24751 ,9 ,7 ,1528 ,1867 ,3 ,0 
13 ,21 ,1 ,14864 ,19561 ,8 ,8 ,1292 ,1534 ,3 ,0 
31 ,45 ,1 ,21051 ,23609 ,11 ,7 ,1811 ,1614 ,3 ,0 
18 ,30 ,1 ,22317 ,24721 ,16 ,8 ,2379 ,1316 ,3 ,0 
6 ,5 ,2 ,20349 ,22521 ,13 ,7 ,1956 ,1269 ,3 ,0 
9 ,8 ,3 ,16258 ,20997 ,12 ,10 ,1957 ,1734 ,3 ,0 
22 ,35 ,2 ,18855 ,21165 ,16 ,5 ,2805 ,1661 ,3 ,0 
15 ,23 ,3 ,18045 ,21996 ,15 ,8 ,2132 ,1288 ,3 ,0 
40 ,44 ,1 ,16412 ,23600 ,17 ,9 ,2442 ,1523 ,3 ,0 
25 ,37 ,1 ,23074 ,24513 ,10 ,8 ,2052 ,2234 ,3 ,0 
7 ,7 ,1 ,21809 ,22450 ,12 ,10 ,1740 ,1453 ,3 ,0 
14 ,27 ,1 ,21051 ,24020 ,10 ,8 ,1585 ,1380 ,3 ,0 
16 ,32 ,1 ,17691 ,19282 ,12 ,10 ,1965 ,1818 ,3 ,0 
0 ,0 ,1 ,32335 ,24613 ,7 ,1 ,1153 ,574 ,3 ,1 
27 ,37 ,1 ,21072 ,23567 ,13 ,10 ,1810 ,1474 ,3 ,0 
12 ,17 ,1 ,22598 ,25018 ,14 ,10 ,2214 ,1824 ,3 ,0 
17 ,42 ,1 ,18942 ,21166 ,13 ,9 ,1955 ,1336 ,3 ,0 
28 ,44 ,1 ,21217 ,23455 ,11 ,9 ,1756 ,1528 ,3 ,0 
8 ,8 ,1 ,17471 ,20929 ,11 ,9 ,1650 ,1423 ,3 ,0 
12 ,19 ,1 ,16405 ,21350 ,10 ,10 ,1748 ,2006 ,3 ,0 
10 ,7 ,1 ,22782 ,24124 ,13 ,10 ,1928 ,1481 ,3 ,0 
17 ,31 ,1 ,19436 ,21736 ,10 ,8 ,1542 ,1460 ,3 ,0 
27 ,34 ,1 ,19952 ,23913 ,10 ,8 ,2185 ,2222 ,3 ,0 
25 ,42 ,1 ,19885 ,23203 ,10 ,8 ,1387 ,1319 ,3 ,0 
12 ,22 ,1 ,18205 ,20345 ,12 ,9 ,2093 ,1908 ,3 ,0 
24 ,36 ,1 ,20686 ,23740 ,15 ,9 ,2160 ,1348 ,3 ,0 
18 ,28 ,1 ,19976 ,22705 ,15 ,8 ,2431 ,1661 ,3 ,0 
8 ,36 ,1 ,27773 ,22121 ,7 ,1 ,708 ,334 ,3 ,1 
24 ,38 ,1 ,18240 ,21034 ,12 ,10 ,1803 ,1983 ,3 ,0 
13 ,10 ,1 ,22714 ,24236 ,16 ,8 ,2556 ,1485 ,3 ,0 
21 ,38 ,1 ,17989 ,20369 ,11 ,8 ,1557 ,1491 ,3 ,0 
16 ,31 ,1 ,22470 ,23651 ,11 ,9 ,1887 ,2053 ,3 ,0 
24 ,40 ,1 ,22415 ,22295 ,9 ,9 ,1739 ,2102 ,3 ,0 
16 ,29 ,1 ,17606 ,20206 ,14 ,8 ,1971 ,1225 ,3 ,0 
10 ,10 ,1 ,13893 ,18947 ,11 ,10 ,1569 ,1488 ,3 ,0 
10 ,7 ,1 ,20105 ,21950 ,15 ,9 ,2225 ,1367 ,3 ,0 
21 ,28 ,1 ,20496 ,23481 ,18 ,8 ,2761 ,1544 ,3 ,0 
10 ,12 ,1 ,16575 ,20977 ,8 ,8 ,1491 ,1648 ,3 ,0 
14 ,26 ,1 ,19062 ,23295 ,12 ,10 ,1866 ,1877 ,3 ,0 
0 ,0 ,1 ,32710 ,24912 ,7 ,1 ,590 ,70 ,3 ,1 
0 ,0 ,2 ,32695 ,24925 ,6 ,1 ,591 ,69 ,3 ,1 
0 ,0 ,3 ,32871 ,25093 ,7 ,1 ,626 ,18 ,3 ,1 
0 ,0 ,1 ,31514 ,23671 ,7 ,1 ,630 ,21 ,3 ,1 
5 ,5 ,1 ,19447 ,22593 ,10 ,8 ,1517 ,1388 ,3 ,0 
12 ,7 ,1 ,19026 ,21384 ,15 ,8 ,2184 ,1237 ,3 ,0 
18 ,31 ,1 ,24909 ,25652 ,12 ,9 ,1856 ,1653 ,3 ,0 
28 ,40 ,1 ,22216 ,23164 ,16 ,7 ,2426 ,1150 ,3 ,0 
30 ,45 ,1 ,16012 ,19097 ,14 ,9 ,1839 ,1350 ,3 ,0 
21 ,43 ,1 ,16849 ,21524 ,11 ,10 ,1599 ,1640 ,3 ,0 
11 ,8 ,1 ,19081 ,20902 ,15 ,9 ,2321 ,1524 ,3 ,0 
12 ,11 ,1 ,19415 ,21030 ,15 ,8 ,2291 ,1389 ,3 ,0 
20 ,31 ,1 ,18672 ,24510 ,12 ,8 ,1824 ,1513 ,3 ,0 
20 ,35 ,1 ,19099 ,20573 ,9 ,9 ,1512 ,1865 ,3 ,0 
11 ,9 ,1 ,20443 ,22368 ,15 ,9 ,2127 ,1392 ,3 ,0 
9 ,4 ,1 ,18644 ,21613 ,16 ,6 ,2352 ,1063 ,3 ,0 
17 ,32 ,1 ,17285 ,20915 ,11 ,11 ,1665 ,2095 ,3 ,0 
10 ,17 ,1 ,17315 ,21392 ,10 ,8 ,1681 ,1649 ,3 ,0 
12 ,8 ,1 ,19855 ,23210 ,15 ,10 ,2061 ,1463 ,3 ,0 
15 ,30 ,1 ,18392 ,22510 ,11 ,9 ,1804 ,1742 ,3 ,0 
19 ,33 ,1 ,21040 ,23785 ,12 ,8 ,2001 ,1700 ,3 ,0 
19 ,34 ,1 ,21423 ,23481 ,11 ,9 ,1769 ,1919 ,3 ,0 
21 ,31 ,1 ,16515 ,20103 ,14 ,8 ,2137 ,1318 ,3 ,0 
36 ,48 ,1 ,22540 ,23502 ,13 ,10 ,2098 ,2224 ,3 ,0 
22 ,35 ,1 ,22141 ,24714 ,15 ,7 ,2637 ,1618 ,3 ,0 
8 ,7 ,1 ,17974 ,20946 ,12 ,9 ,1551 ,1434 ,3 ,0 
12 ,7 ,1 ,19823 ,23846 ,17 ,9 ,2297 ,1362 ,3 ,0 
16 ,32 ,1 ,17353 ,21534 ,10 ,9 ,1472 ,1425 ,3 ,0 
21 ,38 ,1 ,14761 ,19059 ,9 ,8 ,1260 ,1364 ,3 ,0 
31 ,46 ,1 ,18659 ,22000 ,11 ,8 ,1752 ,1702 ,3 ,0 
9 ,6 ,1 ,22315 ,23805 ,15 ,8 ,2252 ,1384 ,3 ,0 
13 ,22 ,1 ,19857 ,24261 ,10 ,9 ,1532 ,1612 ,3 ,0 
31 ,37 ,1 ,17313 ,20202 ,14 ,9 ,2514 ,2277 ,3 ,0 
23 ,38 ,1 ,20629 ,22933 ,10 ,7 ,1539 ,1531 ,3 ,0 
24 ,32 ,1 ,19407 ,22782 ,16 ,8 ,2480 ,1720 ,3 ,0 
23 ,35 ,1 ,20077 ,23217 ,16 ,8 ,2633 ,1720 ,3 ,0 
7 ,8 ,1 ,20332 ,23438 ,11 ,10 ,1563 ,1570 ,3 ,0 
7 ,6 ,1 ,14729 ,18002 ,12 ,8 ,1964 ,1486 ,3 ,0 
21 ,35 ,1 ,18218 ,21643 ,13 ,8 ,2064 ,1776 ,3 ,0 
15 ,26 ,1 ,18566 ,22152 ,14 ,9 ,2206 ,1652 ,3 ,0 
10 ,6 ,1 ,19084 ,22258 ,13 ,9 ,2002 ,1400 ,3 ,0 
8 ,7 ,1 ,20922 ,23669 ,13 ,9 ,1860 ,1466 ,3 ,0 
11 ,8 ,1 ,19979 ,22040 ,16 ,10 ,2341 ,1511 ,3 ,0 
13 ,17 ,1 ,19455 ,23714 ,14 ,8 ,2211 ,1427 ,3 ,0 
10 ,6 ,1 ,20045 ,22866 ,13 ,8 ,1992 ,1358 ,3 ,0 
27 ,38 ,1 ,17191 ,21236 ,12 ,9 ,1943 ,1809 ,3 ,0 
35 ,45 ,1 ,16425 ,19352 ,13 ,10 ,2628 ,2560 ,3 ,0 
14 ,27 ,1 ,20075 ,23497 ,9 ,9 ,1330 ,1419 ,3 ,0 
13 ,13 ,1 ,14757 ,21183 ,15 ,10 ,2238 ,1735 ,3 ,0 
9 ,5 ,1 ,22757 ,25145 ,13 ,8 ,1919 ,1265 ,3 ,0 
13 ,28 ,1 ,21197 ,23802 ,11 ,9 ,1574 ,1369 ,3 ,0 
22 ,34 ,1 ,19506 ,22374 ,12 ,10 ,1714 ,1425 ,3 ,0 
15 ,27 ,1 ,19128 ,22546 ,13 ,7 ,2277 ,1596 ,3 ,0 
24 ,34 ,1 ,20089 ,22931 ,13 ,9 ,2107 ,1678 ,3 ,0 
9 ,6 ,1 ,17518 ,21197 ,15 ,8 ,2210 ,1193 ,3 ,0 
0 ,0 ,1 ,32775 ,25056 ,6 ,1 ,589 ,71 ,3 ,1 
0 ,0 ,1 ,32960 ,25233 ,7 ,1 ,627 ,13 ,3 ,1 
15 ,27 ,1 ,16924 ,20520 ,11 ,8 ,1636 ,1344 ,3 ,0 
32 ,54 ,1 ,17978 ,20689 ,10 ,9 ,1478 ,1431 ,3 ,0 
38 ,47 ,1 ,20671 ,23613 ,11 ,9 ,1835 ,1839 ,3 ,0 
9 ,5 ,1 ,17644 ,20281 ,15 ,8 ,2394 ,1376 ,3 ,0 
20 ,32 ,1 ,18250 ,21043 ,14 ,8 ,2059 ,1249 ,3 ,0 
9 ,14 ,1 ,19592 ,22104 ,10 ,8 ,1610 ,1595 ,3 ,0 
11 ,8 ,1 ,17271 ,21682 ,15 ,9 ,2289 ,1487 ,3 ,0 
15 ,32 ,1 ,17456 ,21933 ,9 ,7 ,1433 ,1634 ,3 ,0 
21 ,33 ,1 ,17803 ,22438 ,14 ,8 ,2235 ,1311 ,3 ,0 
23 ,35 ,1 ,22476 ,23801 ,15 ,9 ,2635 ,1833 ,3 ,0 
13 ,8 ,1 ,17120 ,23019 ,19 ,10 ,2678 ,1560 ,3 ,0 
