B1,B2,A1,B3,B4,B5,B6,B7,B8,A2,class
10 ,8 ,1 ,20391 ,23171 ,15 ,10 ,2144 ,1499 ,3 ,0 
20 ,16 ,1 ,17908 ,20691 ,18 ,9 ,2839 ,1668 ,3 ,0 
10 ,8 ,1 ,19568 ,23529 ,16 ,8 ,2485 ,1367 ,3 ,0 
13 ,19 ,1 ,14973 ,19154 ,10 ,9 ,1538 ,1555 ,3 ,0 
17 ,32 ,1 ,19401 ,23887 ,11 ,9 ,1509 ,1349 ,3 ,0 
14 ,28 ,1 ,14284 ,18773 ,12 ,8 ,1919 ,1771 ,3 ,0 
17 ,22 ,1 ,17411 ,19708 ,15 ,11 ,2147 ,1706 ,3 ,0 
19 ,28 ,1 ,16706 ,21363 ,11 ,8 ,2012 ,1959 ,3 ,0 
17 ,33 ,1 ,17399 ,21393 ,11 ,7 ,1635 ,1196 ,3 ,0 
11 ,20 ,1 ,17834 ,21596 ,9 ,9 ,1427 ,1546 ,3 ,0 
8 ,8 ,1 ,12522 ,15881 ,13 ,10 ,1813 ,1504 ,3 ,0 
8 ,7 ,1 ,23196 ,24024 ,12 ,9 ,1713 ,1407 ,3 ,0 
22 ,36 ,1 ,16750 ,20442 ,10 ,9 ,1548 ,1561 ,3 ,0 
6 ,6 ,1 ,19866 ,22464 ,11 ,9 ,1557 ,1445 ,3 ,0 
15 ,28 ,1 ,19446 ,22208 ,11 ,10 ,1557 ,1520 ,3 ,0 
25 ,41 ,1 ,19549 ,20433 ,12 ,9 ,1649 ,1518 ,3 ,0 
24 ,35 ,1 ,17810 ,20999 ,12 ,8 ,1752 ,1434 ,3 ,0 
6 ,9 ,1 ,22981 ,25882 ,7 ,8 ,1091 ,1454 ,3 ,0 
11 ,8 ,1 ,15981 ,20135 ,16 ,10 ,2327 ,1505 ,3 ,0 
20 ,34 ,1 ,17982 ,20857 ,12 ,8 ,1924 ,1631 ,3 ,0 
33 ,44 ,1 ,19381 ,22952 ,10 ,9 ,2144 ,2284 ,3 ,0 
13 ,9 ,1 ,20259 ,22897 ,17 ,9 ,2609 ,1736 ,3 ,0 
22 ,28 ,1 ,18699 ,21161 ,15 ,10 ,2274 ,1800 ,3 ,0 
21 ,32 ,1 ,18479 ,23770 ,12 ,8 ,1826 ,1446 ,3 ,0 
14 ,24 ,2 ,18406 ,21604 ,11 ,10 ,1645 ,1568 ,3 ,0 
8 ,8 ,3 ,20720 ,23569 ,10 ,9 ,1418 ,1460 ,3 ,0 
26 ,39 ,1 ,17007 ,21984 ,16 ,4 ,2546 ,758 ,3 ,0 
23 ,38 ,1 ,20586 ,24564 ,13 ,9 ,1991 ,1435 ,3 ,0 
14 ,27 ,1 ,19205 ,19783 ,11 ,9 ,1940 ,1910 ,3 ,0 
28 ,40 ,1 ,18880 ,22648 ,11 ,8 ,2326 ,2436 ,3 ,0 
8 ,8 ,1 ,21389 ,22143 ,13 ,9 ,1872 ,1598 ,3 ,0 
6 ,6 ,1 ,16217 ,18926 ,10 ,9 ,1419 ,1348 ,3 ,0 
14 ,26 ,1 ,17493 ,22074 ,12 ,9 ,1890 ,1876 ,3 ,0 
9 ,8 ,1 ,17333 ,20936 ,14 ,9 ,2162 ,1474 ,3 ,0 
16 ,44 ,1 ,32517 ,24758 ,6 ,1 ,534 ,159 ,3 ,1 
97 ,61 ,1 ,32475 ,24714 ,4 ,2 ,281 ,219 ,11 ,1 
19 ,28 ,1 ,21748 ,24874 ,13 ,10 ,1874 ,1623 ,3 ,0 
16 ,34 ,1 ,18500 ,19729 ,7 ,8 ,1340 ,1893 ,3 ,0 
8 ,5 ,1 ,18478 ,21493 ,13 ,7 ,2127 ,1252 ,3 ,0 
10 ,8 ,1 ,18508 ,23069 ,14 ,10 ,1970 ,1610 ,3 ,0 
16 ,23 ,1 ,17624 ,20447 ,15 ,8 ,2379 ,1698 ,3 ,0 
21 ,28 ,1 ,20332 ,23296 ,16 ,10 ,2606 ,1695 ,3 ,0 
20 ,29 ,1 ,15099 ,19031 ,17 ,10 ,2541 ,1954 ,3 ,0 
20 ,28 ,1 ,18776 ,22907 ,15 ,9 ,2180 ,1414 ,3 ,0 
12 ,8 ,1 ,17483 ,18245 ,17 ,10 ,2403 ,1311 ,3 ,0 
49 ,70 ,1 ,20754 ,23002 ,45 ,101 ,129483 ,476538 ,3 ,0 
30 ,46 ,1 ,24993 ,25388 ,11 ,9 ,2032 ,2103 ,3 ,0 
24 ,39 ,1 ,18397 ,20893 ,9 ,7 ,1493 ,1396 ,3 ,0 
20 ,33 ,1 ,17670 ,19586 ,14 ,10 ,2140 ,1900 ,3 ,0 
17 ,32 ,1 ,15821 ,20977 ,13 ,8 ,1848 ,1284 ,3 ,0 
18 ,34 ,1 ,18346 ,20901 ,9 ,7 ,1607 ,1661 ,3 ,0 
23 ,35 ,1 ,18840 ,20646 ,14 ,9 ,2492 ,1952 ,3 ,0 
14 ,21 ,1 ,17887 ,21583 ,10 ,7 ,1686 ,1574 ,3 ,0 
39 ,71 ,1 ,24307 ,25274 ,14 ,10 ,2098 ,1998 ,3 ,0 
11 ,9 ,1 ,15861 ,20047 ,14 ,11 ,1901 ,1579 ,6 ,0 
14 ,14 ,1 ,15579 ,20944 ,12 ,11 ,1678 ,1758 ,3 ,0 
6 ,5 ,1 ,21283 ,23213 ,11 ,9 ,1869 ,1563 ,3 ,0 
20 ,34 ,1 ,19013 ,22173 ,12 ,9 ,1838 ,1400 ,3 ,0 
27 ,42 ,1 ,19775 ,22520 ,10 ,7 ,1794 ,1802 ,3 ,0 
14 ,9 ,1 ,20163 ,23139 ,15 ,9 ,2082 ,1344 ,3 ,0 
13 ,18 ,1 ,21696 ,23862 ,16 ,8 ,2377 ,1351 ,3 ,0 
18 ,36 ,1 ,18816 ,21094 ,12 ,8 ,2018 ,1798 ,3 ,0 
28 ,44 ,1 ,20146 ,23196 ,12 ,8 ,2285 ,2365 ,3 ,0 
23 ,32 ,1 ,17025 ,19422 ,16 ,11 ,2167 ,1524 ,3 ,0 
14 ,19 ,1 ,17504 ,22845 ,12 ,10 ,1818 ,1625 ,3 ,0 
26 ,40 ,1 ,18933 ,21247 ,10 ,8 ,1677 ,1725 ,3 ,0 
13 ,31 ,1 ,16397 ,18366 ,7 ,9 ,972 ,1364 ,3 ,0 
17 ,21 ,1 ,16356 ,20914 ,14 ,7 ,2619 ,1769 ,3 ,0 
9 ,7 ,1 ,21040 ,22753 ,14 ,8 ,1962 ,1340 ,3 ,0 
16 ,27 ,1 ,19253 ,21610 ,12 ,8 ,1900 ,1431 ,3 ,0 
7 ,4 ,1 ,13763 ,20572 ,10 ,7 ,1704 ,1211 ,3 ,0 
29 ,42 ,1 ,19789 ,21538 ,10 ,8 ,1552 ,1639 ,3 ,0 
16 ,10 ,1 ,16715 ,22752 ,20 ,10 ,2742 ,1194 ,3 ,0 
21 ,32 ,1 ,17887 ,20712 ,13 ,10 ,2027 ,1870 ,3 ,0 
12 ,8 ,1 ,16446 ,22923 ,13 ,8 ,2397 ,1889 ,3 ,0 
7 ,5 ,1 ,17995 ,21578 ,12 ,8 ,1848 ,1269 ,3 ,0 
10 ,18 ,1 ,19284 ,22323 ,10 ,10 ,1578 ,1839 ,3 ,0 
9 ,6 ,1 ,22662 ,24171 ,14 ,9 ,2161 ,1369 ,3 ,0 
15 ,28 ,1 ,20691 ,23887 ,11 ,9 ,2006 ,2017 ,3 ,0 
30 ,40 ,1 ,21355 ,24790 ,16 ,9 ,2623 ,1726 ,3 ,0 
12 ,17 ,1 ,17892 ,23345 ,13 ,8 ,2026 ,1570 ,3 ,0 
16 ,23 ,1 ,17687 ,21207 ,14 ,8 ,2464 ,1812 ,3 ,0 
16 ,10 ,1 ,13777 ,19187 ,18 ,9 ,2877 ,1440 ,3 ,0 
17 ,22 ,1 ,16013 ,21204 ,13 ,10 ,2040 ,1771 ,3 ,0 
37 ,47 ,1 ,21584 ,22853 ,14 ,10 ,2243 ,1925 ,3 ,0 
20 ,39 ,1 ,20084 ,23189 ,10 ,7 ,1730 ,1568 ,3 ,0 
8 ,4 ,1 ,18661 ,20738 ,13 ,7 ,1857 ,1221 ,3 ,0 
17 ,31 ,1 ,19042 ,20856 ,12 ,8 ,1682 ,1382 ,3 ,0 
17 ,31 ,1 ,18455 ,19139 ,11 ,10 ,1732 ,1779 ,3 ,0 
9 ,7 ,1 ,19878 ,23463 ,13 ,9 ,2026 ,1499 ,3 ,0 
10 ,11 ,1 ,20386 ,22353 ,11 ,9 ,1818 ,1798 ,3 ,0 
12 ,8 ,1 ,17175 ,21071 ,16 ,7 ,2489 ,1182 ,3 ,0 
28 ,34 ,1 ,17611 ,22203 ,12 ,8 ,2297 ,2208 ,3 ,0 
10 ,9 ,1 ,16436 ,21647 ,14 ,10 ,1960 ,1488 ,3 ,0 
14 ,28 ,1 ,21515 ,23944 ,13 ,9 ,1844 ,1312 ,3 ,0 
21 ,36 ,1 ,17837 ,19618 ,14 ,8 ,1985 ,1281 ,3 ,0 
22 ,40 ,1 ,22336 ,22915 ,10 ,7 ,1714 ,1746 ,3 ,0 
15 ,30 ,1 ,17455 ,20733 ,12 ,10 ,1676 ,1474 ,3 ,0 
15 ,34 ,1 ,20440 ,24420 ,10 ,9 ,1419 ,1553 ,3 ,0 
17 ,28 ,1 ,17692 ,20739 ,12 ,10 ,1958 ,1896 ,3 ,0 
22 ,36 ,1 ,15381 ,19678 ,11 ,9 ,1843 ,1804 ,3 ,0 
20 ,21 ,1 ,19508 ,20661 ,15 ,10 ,2483 ,1905 ,3 ,0 
22 ,30 ,1 ,21052 ,23151 ,15 ,11 ,2465 ,1659 ,3 ,0 
11 ,7 ,1 ,13295 ,18701 ,14 ,9 ,2083 ,1434 ,3 ,0 
13 ,13 ,1 ,18298 ,21186 ,14 ,9 ,2162 ,1611 ,3 ,0 
8 ,9 ,1 ,20835 ,22593 ,12 ,10 ,1632 ,1481 ,3 ,0 
23 ,39 ,1 ,20193 ,23214 ,13 ,10 ,1916 ,1624 ,3 ,0 
5 ,6 ,1 ,22648 ,22469 ,8 ,8 ,1165 ,1309 ,3 ,0 
19 ,33 ,1 ,19950 ,21270 ,14 ,7 ,2183 ,1161 ,3 ,0 
0 ,0 ,1 ,28075 ,21968 ,7 ,1 ,586 ,69 ,3 ,1 
11 ,11 ,1 ,15505 ,20073 ,11 ,11 ,1411 ,1559 ,3 ,0 
12 ,19 ,1 ,16432 ,21443 ,9 ,10 ,1426 ,1614 ,3 ,0 
23 ,34 ,1 ,14221 ,19367 ,11 ,10 ,1924 ,2039 ,3 ,0 
7 ,7 ,1 ,15322 ,20092 ,10 ,9 ,1556 ,1682 ,3 ,0 
11 ,8 ,1 ,16556 ,21892 ,15 ,9 ,2100 ,1337 ,3 ,0 
8 ,5 ,1 ,20354 ,23446 ,12 ,9 ,2161 ,1842 ,3 ,0 
15 ,24 ,1 ,17234 ,21278 ,15 ,9 ,2063 ,1356 ,3 ,0 
25 ,39 ,1 ,21506 ,22356 ,12 ,8 ,1908 ,1963 ,3 ,0 
17 ,28 ,1 ,20435 ,22385 ,13 ,8 ,2115 ,1741 ,3 ,0 
17 ,24 ,1 ,20266 ,24431 ,11 ,10 ,1693 ,1827 ,3 ,0 
18 ,35 ,1 ,21968 ,22301 ,9 ,7 ,1559 ,1655 ,3 ,0 
0 ,1 ,1 ,32620 ,24840 ,6 ,1 ,704 ,353 ,3 ,1 
1136 ,24127 ,1 ,32446 ,24958 ,33 ,566 ,16786 ,354198 ,3 ,1 
0 ,0 ,1 ,33010 ,25234 ,6 ,1 ,817 ,431 ,3 ,1 
0 ,0 ,1 ,32212 ,24414 ,7 ,1 ,766 ,376 ,3 ,1 
14 ,18 ,1 ,19335 ,22071 ,14 ,9 ,2460 ,1750 ,3 ,0 
10 ,7 ,1 ,19657 ,22080 ,15 ,9 ,2195 ,1379 ,3 ,0 
25 ,36 ,1 ,15554 ,19335 ,12 ,10 ,2507 ,2507 ,3 ,0 
16 ,26 ,1 ,17788 ,23340 ,11 ,8 ,1941 ,1826 ,3 ,0 
25 ,39 ,1 ,20545 ,22820 ,13 ,8 ,2324 ,2151 ,3 ,0 
8 ,11 ,1 ,15276 ,18940 ,8 ,9 ,1026 ,1382 ,1 ,0 
14 ,6 ,1 ,21637 ,23020 ,19 ,7 ,2882 ,1356 ,3 ,0 
20 ,30 ,1 ,15994 ,17972 ,12 ,8 ,2062 ,1858 ,3 ,0 
18 ,33 ,1 ,21389 ,24167 ,9 ,9 ,1706 ,2075 ,3 ,0 
12 ,25 ,1 ,17392 ,19385 ,10 ,8 ,1541 ,1687 ,3 ,0 
18 ,30 ,1 ,18691 ,21719 ,12 ,10 ,1838 ,1603 ,3 ,0 
9 ,9 ,1 ,22186 ,23524 ,12 ,10 ,1712 ,1497 ,3 ,0 
21 ,34 ,1 ,13905 ,19228 ,10 ,9 ,1673 ,1766 ,3 ,0 
11 ,7 ,1 ,16282 ,21975 ,15 ,10 ,2316 ,1528 ,3 ,0 
22 ,34 ,1 ,18543 ,22094 ,12 ,9 ,1897 ,1630 ,3 ,0 
14 ,31 ,1 ,20376 ,21740 ,10 ,9 ,1642 ,1934 ,3 ,0 
21 ,33 ,1 ,18660 ,21622 ,12 ,9 ,1647 ,1400 ,3 ,0 
19 ,34 ,1 ,16806 ,18922 ,11 ,9 ,1734 ,1694 ,3 ,0 
10 ,14 ,1 ,16461 ,19771 ,9 ,8 ,1605 ,1654 ,3 ,0 
22 ,32 ,1 ,21915 ,24187 ,15 ,8 ,2317 ,1361 ,3 ,0 
9 ,6 ,1 ,19318 ,20735 ,13 ,8 ,2023 ,1309 ,3 ,0 
30 ,43 ,1 ,22837 ,24129 ,11 ,9 ,2031 ,1997 ,3 ,0 
15 ,22 ,1 ,18345 ,23647 ,14 ,10 ,2183 ,1939 ,3 ,0 
9 ,6 ,3 ,21374 ,21679 ,14 ,8 ,2085 ,1369 ,3 ,0 
7 ,7 ,3 ,17102 ,22289 ,10 ,9 ,1418 ,1596 ,3 ,0 
17 ,25 ,1 ,17923 ,21284 ,15 ,9 ,2183 ,1513 ,3 ,0 
9 ,10 ,1 ,19341 ,23152 ,9 ,9 ,1353 ,1362 ,3 ,0 
32 ,48 ,1 ,15977 ,18287 ,8 ,7 ,1744 ,2216 ,3 ,0 
23 ,31 ,1 ,21473 ,22609 ,15 ,9 ,2245 ,1552 ,3 ,0 
18 ,30 ,1 ,20160 ,23717 ,14 ,9 ,2314 ,1628 ,3 ,0 
16 ,27 ,1 ,20679 ,23091 ,15 ,8 ,2415 ,1506 ,3 ,0 
27 ,37 ,1 ,23621 ,24415 ,12 ,9 ,1767 ,1711 ,3 ,0 
9 ,6 ,1 ,17618 ,22835 ,14 ,9 ,2154 ,1417 ,3 ,0 
22 ,58 ,1 ,17422 ,20442 ,8 ,8 ,1150 ,1354 ,3 ,0 
20 ,30 ,1 ,16154 ,20398 ,16 ,9 ,2724 ,1715 ,3 ,0 
22 ,37 ,1 ,19339 ,21496 ,14 ,8 ,2398 ,1723 ,3 ,0 
19 ,35 ,1 ,23387 ,27231 ,8 ,9 ,1017 ,1337 ,3 ,0 
16 ,25 ,2 ,17829 ,21607 ,14 ,7 ,2326 ,1665 ,3 ,0 
6 ,7 ,2 ,11632 ,16301 ,10 ,10 ,1512 ,1567 ,3 ,0 
8 ,5 ,1 ,22658 ,23413 ,13 ,8 ,1999 ,1363 ,3 ,0 
22 ,36 ,1 ,20313 ,22213 ,13 ,8 ,2290 ,2251 ,3 ,0 
18 ,24 ,1 ,19336 ,22181 ,14 ,11 ,1929 ,1657 ,3 ,0 
8 ,8 ,1 ,22540 ,24893 ,10 ,9 ,1646 ,1668 ,3 ,0 
41 ,80 ,1 ,18273 ,21897 ,15 ,24 ,1495 ,1890 ,3 ,0 
20 ,32 ,1 ,18726 ,22875 ,15 ,11 ,2343 ,1883 ,3 ,0 
16 ,17 ,1 ,22354 ,25380 ,15 ,11 ,2257 ,1776 ,3 ,0 
27 ,46 ,1 ,16484 ,20877 ,11 ,9 ,1738 ,1575 ,3 ,0 
35 ,41 ,1 ,20231 ,24304 ,12 ,7 ,2224 ,1878 ,3 ,0 
23 ,38 ,1 ,16972 ,19993 ,12 ,9 ,2187 ,2146 ,3 ,0 
7 ,6 ,1 ,17725 ,22051 ,11 ,8 ,1794 ,1550 ,3 ,0 
38 ,62 ,1 ,16460 ,21299 ,9 ,8 ,1105 ,1273 ,3 ,0 
0 ,0 ,1 ,32995 ,25259 ,7 ,1 ,585 ,59 ,3 ,1 
6 ,27 ,1 ,32870 ,25149 ,6 ,1 ,855 ,499 ,3 ,1 
9 ,12 ,1 ,19371 ,23592 ,10 ,9 ,1595 ,1690 ,3 ,0 
25 ,40 ,1 ,17565 ,21227 ,13 ,9 ,2365 ,2114 ,3 ,0 
24 ,39 ,3 ,16885 ,21665 ,12 ,9 ,1983 ,1610 ,3 ,0 
12 ,22 ,3 ,20651 ,23069 ,9 ,9 ,1530 ,1776 ,3 ,0 
25 ,39 ,3 ,13811 ,17517 ,7 ,8 ,1465 ,2238 ,3 ,0 
23 ,32 ,3 ,22394 ,24400 ,13 ,10 ,2231 ,2293 ,3 ,0 
20 ,38 ,1 ,20974 ,21756 ,11 ,8 ,2079 ,2081 ,3 ,0 
8 ,6 ,1 ,18857 ,22698 ,12 ,9 ,1662 ,1355 ,3 ,0 
21 ,35 ,1 ,20991 ,23757 ,14 ,8 ,2245 ,1674 ,3 ,0 
5 ,4 ,1 ,18335 ,23301 ,8 ,7 ,1329 ,1231 ,3 ,0 
11 ,8 ,1 ,22173 ,23508 ,16 ,10 ,2222 ,1477 ,3 ,0 
30 ,42 ,1 ,19891 ,21704 ,11 ,9 ,1931 ,1847 ,3 ,0 
32 ,45 ,1 ,21156 ,22185 ,14 ,7 ,2472 ,1882 ,3 ,0 
16 ,24 ,1 ,18848 ,22254 ,14 ,10 ,2298 ,1622 ,3 ,0 
9 ,9 ,1 ,22002 ,24120 ,12 ,10 ,1757 ,1505 ,3 ,0 
9 ,9 ,1 ,17945 ,19360 ,13 ,11 ,1920 ,1572 ,3 ,0 
13 ,15 ,1 ,13412 ,19075 ,12 ,10 ,1849 ,1823 ,3 ,0 
9 ,7 ,1 ,17598 ,21245 ,14 ,9 ,2236 ,1404 ,3 ,0 
18 ,22 ,1 ,21379 ,24206 ,16 ,8 ,2466 ,1465 ,3 ,0 
29 ,36 ,1 ,21224 ,23789 ,8 ,7 ,1739 ,2332 ,3 ,0 
14 ,31 ,1 ,23302 ,23629 ,10 ,9 ,1331 ,1459 ,3 ,0 
9 ,10 ,1 ,18675 ,19826 ,10 ,10 ,1544 ,1694 ,3 ,0 
20 ,30 ,1 ,17882 ,21128 ,16 ,9 ,2645 ,1619 ,3 ,0 
26 ,39 ,1 ,19544 ,23014 ,13 ,10 ,2064 ,1889 ,3 ,0 
8 ,8 ,1 ,17216 ,22460 ,11 ,9 ,1642 ,1520 ,3 ,0 
9 ,11 ,1 ,21837 ,25199 ,11 ,10 ,1563 ,1427 ,3 ,0 
14 ,28 ,2 ,20492 ,21463 ,8 ,8 ,1434 ,1912 ,3 ,0 
24 ,34 ,2 ,22979 ,25100 ,13 ,7 ,2151 ,1567 ,3 ,0 
20 ,32 ,1 ,17755 ,20464 ,9 ,9 ,1654 ,2172 ,3 ,0 
26 ,52 ,1 ,19041 ,23090 ,11 ,10 ,1725 ,1938 ,3 ,0 
13 ,15 ,1 ,17564 ,20878 ,13 ,8 ,2046 ,1423 ,3 ,0 
25 ,40 ,1 ,22854 ,24860 ,14 ,8 ,2015 ,1355 ,3 ,0 
34 ,50 ,1 ,23787 ,25889 ,11 ,8 ,2079 ,2176 ,3 ,0 
20 ,33 ,1 ,24702 ,25824 ,13 ,11 ,1962 ,2102 ,3 ,0 
27 ,40 ,1 ,20277 ,23168 ,12 ,8 ,2285 ,2041 ,3 ,0 
18 ,31 ,1 ,19693 ,22589 ,15 ,8 ,2206 ,1209 ,3 ,0 
0 ,0 ,1 ,32460 ,24703 ,7 ,1 ,601 ,141 ,3 ,1 
1 ,1 ,1 ,32685 ,24906 ,6 ,1 ,939 ,512 ,3 ,1 
0 ,0 ,1 ,30786 ,25580 ,7 ,1 ,714 ,306 ,3 ,1 
16 ,27 ,1 ,18845 ,21134 ,11 ,10 ,1739 ,1937 ,3 ,0 
27 ,42 ,1 ,18232 ,22324 ,10 ,8 ,1806 ,1824 ,3 ,0 
10 ,7 ,1 ,23015 ,24515 ,15 ,9 ,2048 ,1295 ,3 ,0 
9 ,6 ,1 ,21018 ,24115 ,10 ,7 ,1530 ,1321 ,6 ,0 
11 ,13 ,1 ,16488 ,21403 ,12 ,8 ,1771 ,1306 ,3 ,0 
24 ,35 ,1 ,21183 ,23995 ,13 ,8 ,2261 ,1969 ,3 ,0 
10 ,6 ,1 ,19747 ,21910 ,14 ,9 ,2230 ,1358 ,3 ,0 
18 ,30 ,1 ,20414 ,23919 ,10 ,9 ,1500 ,1494 ,3 ,0 
16 ,12 ,1 ,12872 ,18312 ,14 ,7 ,2430 ,1367 ,3 ,0 
8 ,10 ,1 ,14516 ,18795 ,10 ,11 ,1483 ,1580 ,3 ,0 
19 ,35 ,1 ,15676 ,22034 ,9 ,9 ,1150 ,1350 ,3 ,0 
8 ,7 ,1 ,19424 ,24408 ,13 ,9 ,2148 ,1563 ,3 ,0 
19 ,31 ,1 ,24009 ,25706 ,15 ,7 ,2398 ,1481 ,3 ,0 
21 ,33 ,1 ,16819 ,20645 ,12 ,7 ,2155 ,1994 ,3 ,0 
21 ,38 ,1 ,18881 ,22265 ,10 ,9 ,1579 ,1794 ,3 ,0 
15 ,26 ,1 ,15423 ,19346 ,12 ,10 ,1938 ,1623 ,3 ,0 
12 ,7 ,1 ,16890 ,19838 ,18 ,8 ,2470 ,1215 ,3 ,0 
11 ,9 ,1 ,17908 ,22454 ,12 ,9 ,1651 ,1397 ,3 ,0 
18 ,29 ,1 ,20392 ,22848 ,14 ,8 ,2085 ,1323 ,3 ,0 
13 ,7 ,1 ,19901 ,23691 ,15 ,9 ,2270 ,1342 ,3 ,0 
10 ,9 ,1 ,20237 ,24016 ,15 ,9 ,2113 ,1319 ,3 ,0 
11 ,15 ,1 ,19421 ,21953 ,10 ,10 ,1546 ,1809 ,3 ,0 
7 ,7 ,1 ,18754 ,19863 ,11 ,9 ,1460 ,1444 ,3 ,0 
34 ,45 ,1 ,18689 ,21796 ,12 ,9 ,1799 ,1389 ,3 ,0 
19 ,32 ,1 ,14005 ,17747 ,12 ,10 ,1956 ,1533 ,3 ,0 
42 ,64 ,1 ,15656 ,16003 ,14 ,9 ,1871 ,1378 ,3 ,0 
43 ,53 ,1 ,18742 ,21805 ,11 ,8 ,1995 ,2207 ,3 ,0 
28 ,40 ,1 ,19032 ,22519 ,13 ,9 ,2103 ,1638 ,3 ,0 
16 ,27 ,1 ,20910 ,21171 ,12 ,9 ,1890 ,1836 ,3 ,0 
8 ,8 ,1 ,12032 ,17655 ,11 ,10 ,1708 ,1613 ,3 ,0 
5 ,6 ,1 ,17413 ,23418 ,8 ,8 ,1284 ,1392 ,3 ,0 
16 ,15 ,1 ,14648 ,17376 ,11 ,8 ,1688 ,1419 ,3 ,0 
11 ,4 ,1 ,24920 ,25244 ,19 ,4 ,2822 ,529 ,3 ,0 
15 ,23 ,2 ,18298 ,20332 ,12 ,9 ,1859 ,1596 ,3 ,0 
21 ,32 ,3 ,18483 ,20093 ,13 ,10 ,1948 ,1854 ,3 ,0 
15 ,26 ,1 ,17339 ,21203 ,36 ,87 ,80619 ,394137 ,3 ,0 
30 ,40 ,1 ,16313 ,19880 ,14 ,8 ,2496 ,1813 ,3 ,0 
28 ,34 ,1 ,21970 ,24236 ,18 ,7 ,2888 ,1820 ,3 ,0 
8 ,4 ,1 ,22128 ,25667 ,14 ,6 ,2296 ,1126 ,3 ,0 
28 ,41 ,1 ,18840 ,23254 ,13 ,9 ,1777 ,1400 ,3 ,0 
23 ,36 ,1 ,12718 ,16784 ,10 ,6 ,1814 ,1825 ,3 ,0 
32 ,41 ,1 ,19312 ,21768 ,16 ,8 ,2773 ,1900 ,3 ,0 
8 ,8 ,1 ,15296 ,20482 ,12 ,9 ,1784 ,1394 ,3 ,0 
12 ,26 ,2 ,22246 ,25151 ,9 ,9 ,1441 ,1911 ,3 ,0 
30 ,43 ,2 ,23363 ,25788 ,10 ,7 ,1642 ,1795 ,3 ,0 
18 ,30 ,1 ,22201 ,24164 ,11 ,10 ,2021 ,2149 ,3 ,0 
10 ,10 ,1 ,20893 ,23728 ,11 ,9 ,1721 ,1537 ,3 ,0 
16 ,22 ,1 ,19117 ,22472 ,14 ,9 ,2236 ,1831 ,3 ,0 
12 ,25 ,1 ,20219 ,22428 ,50 ,165 ,157953 ,968352 ,3 ,0 
29 ,45 ,1 ,18513 ,21062 ,11 ,10 ,1473 ,1593 ,3 ,0 
25 ,37 ,1 ,21336 ,22357 ,12 ,9 ,2206 ,2065 ,3 ,0 
32 ,39 ,1 ,18670 ,21715 ,13 ,9 ,2218 ,2301 ,3 ,0 
10 ,9 ,1 ,22028 ,23331 ,15 ,10 ,2154 ,1524 ,3 ,0 
17 ,27 ,1 ,18096 ,23326 ,14 ,9 ,2347 ,1765 ,3 ,0 
11 ,8 ,1 ,22703 ,25096 ,16 ,9 ,2305 ,1361 ,3 ,0 
37 ,47 ,1 ,20109 ,23509 ,13 ,8 ,2336 ,1884 ,3 ,0 
25 ,39 ,1 ,16605 ,21319 ,11 ,8 ,2334 ,2185 ,3 ,0 
23 ,35 ,1 ,18074 ,20632 ,13 ,9 ,2274 ,2220 ,3 ,0 
10 ,7 ,1 ,20334 ,23768 ,16 ,9 ,2238 ,1273 ,3 ,0 
13 ,11 ,1 ,14520 ,20179 ,16 ,9 ,2399 ,1566 ,3 ,0 
13 ,8 ,1 ,17448 ,21363 ,17 ,10 ,2324 ,1340 ,3 ,0 
8 ,8 ,1 ,18805 ,22231 ,10 ,8 ,1609 ,1526 ,3 ,0 
18 ,31 ,1 ,19444 ,19415 ,13 ,11 ,1803 ,1705 ,3 ,0 
14 ,27 ,1 ,21082 ,23099 ,12 ,9 ,1695 ,1468 ,3 ,0 
27 ,42 ,1 ,16813 ,21511 ,10 ,9 ,2101 ,2598 ,3 ,0 
24 ,33 ,1 ,19614 ,21685 ,18 ,8 ,2589 ,1191 ,3 ,0 
31 ,42 ,1 ,17642 ,20848 ,12 ,8 ,2167 ,1937 ,3 ,0 
67 ,100 ,1 ,21990 ,21005 ,42 ,70 ,3388 ,4535 ,10 ,0 
11 ,7 ,1 ,22131 ,22625 ,15 ,7 ,2228 ,1210 ,3 ,0 
22 ,32 ,1 ,16335 ,21171 ,12 ,9 ,1981 ,1817 ,3 ,0 
11 ,8 ,1 ,18503 ,21892 ,15 ,9 ,2145 ,1246 ,3 ,0 
16 ,21 ,1 ,16634 ,22207 ,12 ,8 ,1872 ,1215 ,3 ,0 
11 ,44 ,1 ,26630 ,22058 ,7 ,2 ,626 ,167 ,3 ,1 
10 ,7 ,1 ,17729 ,20809 ,14 ,9 ,2107 ,1737 ,3 ,0 
7 ,7 ,1 ,17175 ,21650 ,11 ,9 ,1746 ,1374 ,3 ,0 
7 ,6 ,1 ,14433 ,18762 ,13 ,7 ,2151 ,1190 ,3 ,0 
28 ,41 ,1 ,22038 ,22996 ,12 ,8 ,2046 ,1697 ,3 ,0 
15 ,5 ,1 ,15455 ,21038 ,19 ,6 ,2943 ,936 ,3 ,0 
8 ,8 ,1 ,16932 ,21703 ,12 ,11 ,1633 ,1531 ,3 ,0 
16 ,30 ,1 ,19435 ,22349 ,14 ,9 ,2084 ,1406 ,3 ,0 
