B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,class,A1
24,39,23417,25014,23417,25014,12,6,2561,2204,0,3
8,7,18417,21469,18354,21504,11,9,1822,1570,0,3
29,49,17083,20318,17083,20318,11,9,1907,1984,0,3
7,8,18432,22949,18432,22949,11,10,1700,1786,0,3
8,9,20276,21152,20276,21152,12,11,1732,1764,0,3
11,22,18227,21366,18645,21905,9,9,1454,1765,0,3
16,21,22115,24541,22115,24541,11,9,1802,1531,0,3
23,35,21548,22743,21548,22743,14,8,2531,2137,0,3
8,7,18159,22475,18155,22477,12,9,1951,1693,0,3
24,39,16701,21049,16701,21049,12,9,1893,1548,0,3
23,32,16848,22294,16848,22294,15,9,2327,1486,0,3
14,23,20903,22300,20903,22300,11,10,1839,2001,0,3
22,41,16912,23157,16910,23157,8,8,1735,2104,0,3
26,41,21704,25451,21704,25451,10,8,1821,1827,0,3
34,63,21880,24278,21880,24278,16,8,2539,1778,0,3
20,24,18537,23512,18537,23512,17,8,2779,1802,0,3
28,39,14983,19514,14983,19514,12,9,2336,2314,0,3
19,40,22122,24366,22122,24366,7,6,1456,1668,0,3
12,11,20324,21226,20324,21226,13,11,1825,1752,0,3
23,38,12148,16635,12148,16635,13,9,1895,1516,0,3
29,42,19363,22655,18495,22808,10,7,2005,2214,0,3
16,30,17374,21631,17374,21631,11,10,1558,1592,0,3
32,63,19043,21915,19043,21915,14,9,2042,1433,0,3
12,8,18402,22795,18402,22795,14,8,2247,1528,0,3
20,32,19977,23014,19977,23014,11,8,2014,1901,0,3
19,36,14352,19057,14352,19057,9,8,1800,2121,0,3
6,7,18841,22658,18841,22658,9,9,1384,1489,0,3
17,42,19259,21240,19259,21240,10,9,1358,1437,0,3
28,40,15934,20874,15934,20874,13,10,2102,1944,0,3
24,42,19023,23450,17326,23214,10,9,1841,1871,0,3
16,27,19001,21738,19001,21738,13,9,1995,1414,0,3
25,39,20757,24107,18597,22665,12,8,2477,2160,0,3
6,6,17726,21320,17235,21495,9,8,1610,1730,0,3
10,8,18970,23340,18970,23340,14,8,2022,1297,0,3
14,31,14803,18765,13765,18361,10,9,1442,1489,0,3
14,30,18130,22172,18129,22173,8,7,1444,1860,0,3
19,40,18308,20045,18308,20045,16,14,2405,2007,0,3
18,37,12942,18520,12942,18520,7,7,1257,1385,0,3
21,33,18225,19902,18225,19902,11,10,1955,2078,0,3
56,63,17100,21963,17100,21963,9,7,1799,2562,0,3
7,8,19914,24265,19912,24266,12,10,1819,1510,0,3
13,12,19100,21290,19100,21290,14,10,2371,1829,0,3
21,28,21538,23248,20920,23538,14,8,2200,1472,0,3
8,8,19133,21495,19133,21495,10,9,1549,1409,0,3
10,6,16319,20962,16319,20962,14,7,2442,1541,0,3
26,42,13153,19131,13153,19131,7,7,1525,2082,0,3
22,36,14707,18643,13949,18778,11,10,1815,1895,0,3
20,31,19134,22017,19134,22017,13,10,2119,1686,0,3
8,8,17425,20919,17422,20921,11,10,1555,1572,0,3
54,98,18316,21434,15326,21073,38,66,3699,4247,0,3
8,8,15318,18918,15318,18918,11,10,1844,1767,0,3
5,6,18792,21274,18792,21274,9,9,1272,1384,0,3
19,34,19191,21585,19191,21585,9,8,1820,2211,0,3
23,36,16334,20828,16334,20828,9,8,1526,2027,0,3
18,30,15497,18755,15497,18755,11,9,1869,1777,0,3
14,26,14030,19428,14030,19428,11,11,1739,2091,0,3
16,33,24152,25995,24151,25995,9,8,1419,1269,0,3
8,9,23398,23591,23398,23591,7,7,1039,1489,0,6
18,32,18193,20773,18193,20773,14,8,2082,1374,0,3
7,5,26306,27335,26306,27335,12,8,1858,1351,0,3
18,28,18890,20835,17676,20761,14,8,2508,2037,0,3
20,31,15955,21149,15954,21150,15,8,2574,1645,0,3
15,28,20644,23755,20644,23755,12,7,1866,1293,0,3
11,30,18613,21872,18436,21729,7,7,1119,1274,0,3
13,22,24776,23999,24776,23999,8,8,1247,1329,0,3
30,49,19268,21269,19252,21280,5,7,955,1919,0,2
14,12,18548,22744,18548,22744,16,9,2527,1595,0,3
4,23,32642,24849,32642,24849,6,0,686,360,1,3
9,34,32749,24977,32749,24977,6,1,556,143,1,3
0,0,32822,25049,32822,25049,6,0,1151,574,1,3
17,26,21572,23978,19924,23397,8,9,1524,1784,0,6
22,36,19557,21312,19396,21185,12,9,1992,1806,0,3
12,6,17838,21984,17838,21984,17,8,2443,1271,0,3
9,19,15262,20548,15262,20548,6,8,1225,2014,0,2
45,55,11201,15027,11201,15027,10,6,1408,1326,0,3
10,11,18805,19532,18544,19297,10,11,1280,1586,0,1
7,6,21448,23857,21448,23857,13,9,1966,1442,0,3
20,32,14989,19112,14977,19118,14,9,2166,1483,0,3
19,36,20340,23060,19495,23163,9,8,1839,2124,0,3
17,31,17389,18030,17170,17799,6,6,995,1364,0,3
10,8,20602,23014,20602,23014,15,9,2269,1347,0,3
5,6,14762,19404,13265,19435,8,7,1184,1332,0,3
6,8,15366,19391,15359,19395,9,9,1401,1549,0,3
24,59,20653,23235,20653,23235,11,8,1671,1343,0,3
9,18,17816,23177,17816,23177,7,6,1379,1617,0,3
9,17,21061,22263,18758,21800,8,7,1529,1908,0,3
15,26,15555,20280,15555,20280,13,10,1922,1523,0,3
13,11,19005,21506,17206,20980,13,9,2041,1485,0,3
25,37,19420,22374,19420,22374,13,8,2322,2055,0,3
15,31,17629,21615,15842,21087,9,8,1738,2050,0,3
10,18,17675,21325,16229,20691,11,8,1724,1440,0,3
14,31,18516,21554,18516,21554,9,9,1305,1406,0,3
22,66,17949,20888,17950,20888,10,9,1550,1523,0,3
31,44,18357,22946,18357,22946,13,9,1965,1395,0,3
16,30,19273,24102,18211,24096,9,8,1692,1716,0,3
6,7,19386,23769,19386,23769,6,7,1049,1419,0,3
15,28,19658,24601,19658,24601,13,9,2068,1897,0,3
13,10,21255,21406,21255,21406,15,8,2381,1668,0,3
37,50,20076,24194,22316,24620,10,9,1933,2485,0,3
34,45,19856,21302,18504,21229,10,8,1479,1495,0,3
29,43,18631,21987,18631,21987,12,8,2323,2313,0,3
8,9,18515,23931,18515,23931,12,12,1735,1884,0,3
19,32,19626,22752,19626,22752,10,9,1550,1569,0,3
33,41,16730,18945,16730,18945,8,7,1864,2226,0,3
13,29,23628,25092,23628,25093,7,8,1292,2051,0,3
9,7,16636,20936,16636,20936,15,9,2082,1332,0,3
12,8,19521,21269,19521,21269,16,10,2343,1675,0,3
30,45,19279,21072,19279,21072,9,8,1641,2095,0,3
26,46,12730,20593,14286,21829,13,9,2087,1468,0,3
23,32,20597,24480,20597,24480,12,8,2015,1830,0,3
18,28,12037,16748,12037,16748,15,8,2432,1361,0,3
9,4,22175,23199,22175,23199,13,7,2164,1507,0,3
11,8,16446,21493,16446,21493,13,10,2131,1800,0,3
16,28,17713,22071,17713,22071,12,9,2215,1896,0,3
24,43,17816,20628,17816,20628,8,9,1303,1467,0,3
15,25,9524,15245,9524,15245,8,8,1592,2004,0,3
9,7,20591,22416,20591,22416,14,8,2156,1246,0,3
21,39,22074,24189,22074,24189,8,8,1257,1478,0,3
19,35,21426,23876,21426,23876,12,9,1837,1396,0,3
17,34,22027,24277,22027,24277,9,8,1678,2022,0,3
17,32,14514,18575,14514,18575,9,6,1855,2027,0,3
39,52,19647,22328,19647,22328,9,8,1561,1866,0,3
0,0,32368,25066,32368,25066,6,0,586,57,1,3
27,39,16633,20593,16605,20608,10,8,2013,2061,0,3
25,42,16034,20952,16034,20952,13,7,2263,1270,0,3
19,27,20870,24044,20870,24044,10,8,1556,1418,0,3
20,32,17753,22685,17753,22685,11,9,1893,1671,0,3
7,7,19683,23865,19683,23865,12,8,1880,1333,0,3
9,11,13864,18343,13863,18343,10,9,1704,1838,0,3
10,15,19731,21529,19943,21820,12,7,2001,1484,0,3
9,9,17711,21572,16326,21024,11,10,1685,1624,0,3
9,9,14449,20090,14448,20090,13,10,2148,1779,0,3
8,8,18085,23033,18085,23033,13,10,2017,1570,0,3
33,42,19600,22548,19600,22548,13,7,2591,2151,0,3
14,21,18662,21572,15782,19528,12,10,1959,1793,0,3
13,15,20100,22066,20100,22066,9,7,1830,1860,0,3
17,29,10587,16804,10587,16804,12,9,2103,1936,0,3
20,32,14971,20319,14971,20319,14,8,2285,1567,0,3
12,28,15543,20858,15543,20858,9,8,1568,1489,0,3
22,29,19183,21934,19183,21934,17,7,2651,1719,0,3
14,30,19215,21479,19215,21479,11,7,1843,1322,0,3
53,69,21527,26045,21527,26045,9,8,2076,2375,0,3
15,21,19690,23725,19690,23725,13,8,2255,1645,0,3
10,15,20123,22699,20123,22699,11,8,1809,1602,0,3
9,8,22900,25863,20955,25451,13,11,1931,1828,0,3
22,36,20252,23524,20252,23524,12,8,2187,1928,0,3
9,8,17237,19657,17237,19657,12,10,1681,1431,0,3
27,51,16276,20883,16274,20885,11,9,1784,1675,0,3
22,32,17474,22120,17474,22120,12,9,1884,1761,0,3
7,8,21590,24559,19737,23867,11,8,1818,1354,0,3
16,17,19027,20997,19027,20997,15,8,2202,1218,0,3
13,26,18211,22293,18211,22293,10,9,1577,1496,0,3
34,102,19985,22721,18408,22276,10,9,1435,1474,0,3
4,6,9486,16169,9486,16169,7,8,1054,1328,0,3
9,7,20092,22196,20092,22196,13,10,1891,1539,0,3
6,3,14282,18281,14282,18281,12,7,1881,1229,0,3
19,28,15754,21342,15754,21342,14,8,2085,1526,0,3
14,25,16566,19964,16566,19964,11,9,1627,1550,0,3
12,31,18565,19991,18562,19992,7,7,1317,1627,0,3
26,31,15088,20460,15088,20460,16,7,3010,1807,0,3
7,30,32466,24738,32466,24738,6,0,575,173,1,3
14,40,32598,24815,32598,24815,6,1,1024,616,1,3
28,46,20923,22901,20923,22901,9,8,1532,1579,0,3
25,42,16517,21466,16516,21467,11,9,1814,1923,0,3
14,28,15482,20447,15482,20447,11,10,1879,2009,0,3
13,20,19321,21338,18185,20873,13,8,2228,1810,0,3
8,9,12708,17282,10314,16170,10,10,1666,1779,0,3
21,37,18934,21691,18934,21691,11,8,1866,1548,0,3
17,30,22652,24879,22652,24879,10,10,1644,2257,0,3
8,11,17619,20161,17619,20161,9,10,1530,1735,0,3
6,6,18688,23336,18684,23338,11,8,1768,1356,0,3
18,30,15223,19952,15185,19970,13,9,2238,1641,0,3
11,8,12464,17291,12464,17291,16,10,2200,1448,0,3
13,19,20925,23772,20925,23772,13,8,2403,1730,0,3
15,29,20146,23481,20146,23481,11,7,1623,1329,0,3
4,6,22099,23481,22099,23481,8,8,1334,1514,0,3
39,47,14332,18616,14297,18639,13,9,2608,2427,0,3
21,40,16299,20767,16299,20767,7,7,1091,1523,0,3
18,30,16392,21238,16392,21238,11,9,1864,1621,0,3
13,19,15694,20483,14019,19178,11,7,2101,1823,0,3
26,39,12924,16980,12924,16980,8,7,1871,2392,0,3
11,13,15717,19838,14197,18854,9,9,1585,1846,0,3
21,34,20613,22994,20613,22994,14,7,2295,1485,0,3
26,37,20155,22228,20155,22228,13,9,2399,2188,0,3
17,33,20642,22410,20642,22410,12,8,1807,1312,0,3
25,33,18886,22396,18886,22396,14,10,2125,1783,0,3
7,7,20588,22683,20588,22683,13,8,1993,1325,0,3
8,6,16294,20600,16294,20600,10,7,1587,1278,0,3
12,6,14157,19791,14157,19791,18,7,2665,1140,0,3
10,11,19221,23299,19222,23299,11,9,1935,1805,0,3
41,49,18359,22502,18359,22502,8,6,2058,2881,0,3
19,32,20216,21418,18693,20946,10,8,1708,1810,0,3
14,26,19328,22958,19328,22958,11,10,1709,1685,0,3
26,35,17520,21320,17520,21320,15,8,2286,1512,0,3
22,35,20591,23948,20591,23948,9,8,1322,1375,0,3
13,23,14801,19307,14801,19307,11,8,1872,1561,0,3
16,30,17761,20099,17761,20099,12,6,1940,1374,0,3
24,35,15023,19724,15023,19724,10,9,1833,2307,0,3
25,37,18896,21996,18896,21996,14,7,2672,2164,0,3
6,6,17266,21781,17266,21781,8,7,1305,1267,0,3
5,5,21690,24156,21690,24156,8,8,1291,1349,0,3
15,26,21562,22445,21562,22445,13,8,2035,1803,0,3
15,11,20378,24740,20378,24740,10,8,1673,1566,0,3
9,8,17978,21491,17978,21491,12,9,1887,1490,0,3
17,33,19805,22269,17935,21635,8,7,1456,1740,0,3
27,43,14435,18526,14435,18526,11,9,1739,1722,0,3
9,8,18506,21697,18506,21697,12,10,1786,1697,0,3
23,34,16599,19568,16599,19568,14,8,2303,1577,0,3
11,7,19527,22578,19527,22578,15,9,2128,1398,0,3
5,5,13908,18703,13908,18703,7,6,1124,1179,0,3
13,12,18419,22671,18419,22671,12,8,1872,1560,0,3
11,16,18194,22589,16842,22578,9,7,1660,1656,0,3
9,8,20491,22562,20491,22562,12,9,2168,1868,0,3
28,44,12695,16967,12695,16967,13,7,2215,1998,0,3
15,30,14244,21478,14240,21480,10,8,1688,1467,0,3
22,34,21759,23008,21759,23008,13,9,2288,1908,0,3
18,30,19595,21409,19595,21409,11,9,1696,1607,0,3
19,30,14832,19457,14831,19457,10,9,1605,1702,0,3
9,7,16520,21473,16520,21473,14,9,2220,1518,0,3
13,30,20067,21727,20067,21727,9,7,1742,2040,0,3
24,34,16844,19611,16844,19611,15,7,2382,1276,0,3
2,4,21043,22862,15446,20303,4,6,582,1091,0,2
26,39,17252,21787,17252,21787,13,7,2297,1753,0,3
12,8,17845,21473,17845,21473,15,8,2311,1240,0,3
15,31,20220,24501,19998,24654,6,8,1106,1764,0,3
18,36,16047,19180,16047,19180,9,9,1647,2202,0,3
26,31,16097,20494,16097,20494,14,7,2438,1794,0,3
9,10,22592,23627,22592,23627,9,8,1371,1617,0,3
27,37,18554,22160,18554,22160,10,9,1943,2427,0,3
17,35,21900,23885,21899,23885,9,8,1343,1438,0,3
13,22,17402,21740,17401,21740,11,8,2064,1761,0,3
32,48,21346,23870,21346,23870,9,6,2078,2465,0,3
15,27,18442,21369,18442,21369,13,9,1868,1394,0,3
12,25,18025,20362,17375,20500,10,7,1779,1711,0,3
5,8,21035,23624,21029,23628,9,10,1267,1401,0,3
11,43,26848,22305,26848,22305,6,1,624,167,1,3
15,29,18611,22366,20115,23125,11,9,1683,1406,0,3
15,20,15513,21016,14276,21062,8,8,1731,2014,0,10
23,39,18487,21128,18487,21128,14,10,1895,1536,0,3
28,39,22649,24290,22649,24290,13,9,2124,1659,0,3
18,32,21831,23686,21831,23686,11,9,1972,2093,0,3
23,38,16595,20827,16595,20827,12,11,1889,1998,0,3
4,4,19126,21903,19078,21932,7,7,1198,1323,0,3
16,26,21025,24552,20428,24805,13,7,2058,1231,0,3
31,42,17977,22989,17976,22990,13,10,2189,1911,0,3
17,24,15765,19213,15766,19213,12,9,2095,1929,0,3
22,36,20451,22950,20451,22950,13,9,1957,1417,0,3
0,0,32611,24824,32611,24824,6,0,590,69,1,3
0,0,32810,25040,32810,25040,6,0,591,69,1,3
0,0,32717,24938,32717,24938,6,0,625,16,1,3
0,0,33090,25273,33090,25273,6,0,623,21,1,3
9,7,20965,23139,20965,23139,11,7,1827,1429,0,3
22,30,20849,21900,20849,21900,16,7,2751,1470,0,3
31,41,21941,25555,21941,25555,14,8,2425,1730,0,3
6,7,16922,20654,16913,20659,9,9,1484,1539,0,3
33,42,10588,16663,10588,16663,16,7,2813,1757,0,3
31,44,18961,22910,18961,22910,12,9,2071,1994,0,3
9,8,17970,21691,17970,21691,13,10,1864,1513,0,3
6,6,23431,25532,21021,25119,10,8,1482,1347,0,3
14,21,19500,23290,19500,23290,14,8,2139,1431,0,3
27,48,22431,23915,22431,23915,19,51,47537,299760,0,3
19,35,18541,21919,18542,21919,9,8,1290,1392,0,3
10,6,19396,22843,19396,22843,16,7,2539,1387,0,3
8,8,19824,23728,19824,23728,11,9,1842,1751,0,3
9,6,19491,23634,17152,22173,12,8,2056,1604,0,3
17,28,16465,20984,16465,20984,15,7,2326,1265,0,3
9,7,18143,20912,18143,20912,14,8,2149,1234,0,3
30,43,20361,21310,20361,21310,11,8,2074,2191,0,3
9,7,19771,22230,19764,22235,14,8,2190,1232,0,3
19,34,15211,21140,15211,21140,9,8,1724,1971,0,3
8,7,18304,21438,18304,21438,13,9,1774,1465,0,3
6,6,16293,19819,16293,19819,9,8,1491,1496,0,3
18,30,15507,18966,15507,18966,13,9,2121,1774,0,3
24,37,18954,24277,18954,24276,10,8,1774,1712,0,3
31,42,22069,25612,22069,25612,12,6,2204,1861,0,3
5,7,16430,20414,16426,20416,10,9,1415,1440,0,3
15,32,20873,23699,20873,23699,9,8,1794,1859,0,3
15,26,23089,23138,23089,23138,13,8,2174,1517,0,3
12,6,16325,22508,16325,22508,17,6,2615,948,0,3
16,31,19620,21274,19620,21274,11,9,1833,1614,0,3
9,8,21206,23221,21206,23221,13,9,1994,1570,0,3
28,49,19907,22962,17713,22212,12,8,1885,1547,0,3
14,30,21475,23986,21475,23986,10,9,1479,1405,0,3
20,29,20030,22442,20030,22442,15,7,2482,1256,0,3
4,4,13557,17420,13557,17420,9,8,1480,1564,0,3
14,28,21716,24930,20012,24361,11,8,1905,1649,0,3
9,10,22468,23991,22468,23991,13,9,1870,1426,0,3
10,8,16699,21794,16684,21802,12,9,1817,1407,0,3
15,26,21362,24988,21362,24988,10,8,1586,1590,0,3
16,26,18831,22620,18039,22672,10,8,1742,1600,0,3
10,17,20919,22667,20919,22667,29,82,59907,335817,0,3
18,32,20190,23926,20190,23926,9,9,1568,1686,0,3
16,29,22809,23937,20786,23368,13,7,2221,1760,0,3
19,35,20352,22801,20352,22801,9,7,1585,1519,0,3
17,27,19023,22141,19023,22141,13,8,2049,1627,0,3
34,43,17257,20179,17257,20179,13,8,1897,1524,0,3
25,33,17644,20762,17644,20762,13,8,2144,1896,0,3
21,47,18541,22825,18541,22825,11,8,2011,1813,0,3
8,8,22373,24394,22373,24394,13,9,2038,1683,0,3
22,36,18467,22727,18467,22727,11,8,2043,1924,0,3
12,16,17871,21228,17871,21228,12,9,1908,1649,0,3
9,8,19782,23530,19782,23530,14,10,2240,1593,0,3
0,0,32852,25125,32852,25125,6,0,588,71,1,3
0,0,32529,24808,32529,24808,6,0,626,12,1,3
7,7,17341,20803,17340,20803,10,9,1589,1538,0,3
24,35,16818,19541,16818,19541,14,8,2238,1499,0,3
7,8,20731,24745,20731,24745,10,9,1440,1461,0,3
11,7,20100,21614,20100,21614,17,8,2696,1542,0,3
14,30,15538,19720,15538,19720,9,8,1762,1974,0,3
10,7,18408,22183,18408,22183,16,9,2350,1473,0,3
6,4,16958,19224,16958,19224,10,7,1498,1299,0,3
23,36,17333,18621,17333,18621,15,9,2462,1869,0,3
12,12,16431,20252,16431,20252,13,8,1919,1536,0,3
22,38,18321,21121,18321,21121,12,9,1951,1870,0,3
18,35,15150,20609,15150,20609,12,8,1993,1552,0,3
17,29,21382,21937,21382,21937,13,8,2100,1489,0,3
15,30,22373,27322,22357,27333,11,8,1744,1301,0,3
14,19,17423,21335,17423,21335,14,8,2387,1821,0,3
9,5,19212,21799,19212,21799,14,7,2176,1165,0,3
14,22,16008,20820,16008,20820,10,7,1816,1670,0,3
18,27,13902,18429,13903,18429,11,9,2019,1959,0,3
18,31,19305,21174,19305,21174,12,9,1823,1539,0,3
23,35,18480,22784,16685,21858,12,9,2046,1656,0,3
13,26,20281,23150,20281,23150,10,9,1718,1675,0,3
13,21,23219,24485,21586,23996,8,7,1706,1907,0,3
14,26,20311,21956,20311,21956,13,9,2115,1555,0,3
13,13,15277,19766,14248,19454,13,9,2111,1519,0,3
29,42,18541,22147,18541,22147,14,8,2636,2184,0,3
24,35,17255,21469,17255,21469,9,7,1851,2187,0,3
12,8,11461,16514,11461,16514,17,9,2437,1365,0,3
21,33,21509,24015,20751,24332,10,8,1947,1972,0,3
21,31,24897,27528,24897,27528,15,10,2477,1765,0,3
18,33,22269,22701,19912,22065,10,10,1594,1567,0,3
13,21,19133,22692,19133,22692,11,10,1799,1734,0,3
15,27,21945,24610,21945,24610,13,9,2079,1850,0,3
11,8,16641,21430,16641,21429,16,9,2192,1413,0,3
8,9,21413,24139,21413,24139,15,12,11004,38487,0,3
7,5,21214,23789,21214,23789,11,8,1855,1500,0,3
0,0,30854,22959,30854,22959,6,0,555,26,1,3
33,44,18996,21695,18996,21695,10,8,1819,2015,0,3
0,0,32307,24584,32307,24584,6,0,631,207,1,3
26,54,19366,21670,19358,21674,10,9,1405,1419,0,3
28,42,20314,24956,20314,24956,11,9,2032,2211,0,3
35,51,20772,22799,20772,22799,11,7,2036,2092,0,3
23,38,21222,24612,21222,24612,13,9,1898,1432,0,3
17,30,20344,23577,20344,23577,10,10,1628,1790,0,3
6,6,15513,21256,15513,21256,10,8,1464,1377,0,3
15,26,20359,23822,20359,23822,12,8,1887,1365,0,3
11,18,17513,20139,15581,19297,9,6,1548,1551,0,3
7,5,16418,22288,16418,22288,10,7,1727,1209,0,3
31,62,21511,24330,21511,24330,8,8,1251,1327,0,3
17,29,19327,22648,18990,22849,13,9,1929,1751,0,3
17,32,20223,21440,20223,21440,10,8,1754,1969,0,3
13,11,17788,20912,17788,20912,14,9,2204,1463,0,3
14,21,21396,23397,21396,23397,12,9,1846,1596,0,3
32,59,17381,23320,17381,23320,9,8,1297,1335,0,3
7,9,20045,24813,18651,24696,8,8,1085,1317,0,3
22,31,17691,20037,17691,20037,15,9,2082,1435,0,3
16,30,20608,23586,20463,23670,10,7,1704,1840,0,3
15,29,18179,23014,18179,23014,11,8,1988,1866,0,3
17,32,20389,23743,20389,23743,12,8,1896,1711,0,3
10,8,16953,22322,16953,22322,14,10,1991,1523,0,3
10,8,20327,24035,20327,24035,14,9,2183,1479,0,3
24,38,20962,24490,20962,24490,13,9,2015,1666,0,3
17,18,18047,22927,18047,22927,14,10,2286,2020,0,3
23,42,21253,23194,21253,23194,10,8,1544,1430,0,3
6,5,17077,20487,17077,20487,11,8,1717,1396,0,3
1,8,32690,24900,32690,24900,6,0,859,494,1,3
0,0,32779,25010,32779,25010,6,0,811,465,1,3
7,8,15856,21527,15856,21527,11,9,1602,1439,0,3
7,4,16964,21288,16964,21288,11,7,1805,1293,0,3
11,11,19608,21569,16853,20686,13,10,1883,1461,0,3
10,5,17245,22009,17245,22009,14,6,2293,1096,0,3
17,27,15710,19357,15709,19357,14,8,2064,1368,0,3
9,7,15537,21030,15537,21030,13,9,2067,1531,0,3
35,46,18838,20155,18838,20155,10,8,2255,2484,0,3
30,45,18298,20050,18298,20050,8,7,1625,1697,0,3
30,42,17270,19871,17270,19871,15,7,2436,1267,0,3
19,32,20113,21056,17990,21072,12,9,2152,2222,0,3
28,37,15395,19287,15395,19287,12,7,2368,2073,0,3
5,8,14272,19176,14272,19176,7,8,1190,1463,0,3
15,12,17988,21025,17988,21025,18,6,2951,1227,0,3
16,27,18860,21662,16164,20815,11,10,1678,1919,0,3
7,7,20477,23418,20477,23418,11,9,1617,1460,0,3
6,8,21084,25039,21084,25039,10,7,1571,1125,0,3
8,8,22016,25361,20278,25257,11,9,1721,1447,0,3
17,33,15241,21287,15241,21287,9,9,1655,2238,0,3
17,35,19523,23295,17924,22950,9,7,1644,1752,0,3
14,14,24818,25726,24818,25726,15,8,2209,1289,0,3
26,10,12791,18558,12791,18558,4,3,1035,3036,0,8
8,8,19042,21499,18058,21397,13,9,2066,1730,0,3
31,43,17647,21116,17647,21116,10,8,1723,1679,0,3
26,40,16710,19902,16710,19902,11,8,1888,1925,0,3
10,7,14308,19625,14308,19624,14,10,1997,1546,0,3
27,41,15936,20678,15936,20678,11,9,1934,2021,0,3
32,44,18869,22244,18869,22244,14,9,2344,1881,0,3
20,39,23284,23598,23284,23598,7,6,1260,1567,0,3
9,11,18618,20839,18618,20839,10,7,1771,1620,0,3
11,12,16356,19737,16356,19737,11,10,2065,2187,0,6
6,6,20651,22752,20651,22752,10,9,1593,1371,0,3
23,37,17152,21126,17152,21126,13,9,2077,1861,0,3
7,6,17472,19793,17472,19793,12,9,1792,1372,0,3
17,31,16158,20069,16158,20069,11,11,1899,2123,0,3
17,28,20283,24410,20283,24410,11,8,1877,1958,0,3
26,43,19756,21799,19756,21799,12,5,1737,1078,0,3
25,40,15115,18188,15115,18188,13,7,2227,1723,0,3
6,4,26265,25786,26265,25786,12,7,1955,1201,0,3
19,41,21942,23687,21942,23687,12,10,1786,1589,0,3
22,34,21286,24359,21286,24359,14,8,2194,1688,0,3
30,0,497,417,497,417,3,2,155,109,0,8
17,34,16108,21373,16108,21373,11,8,1974,2003,0,3
11,7,18487,21929,20070,22285,15,8,2471,1468,0,3
16,28,14754,20175,13267,19658,13,9,2202,1683,0,3
9,7,15334,19411,15334,19411,14,9,2050,1424,0,3
26,41,16883,22088,16883,22088,13,8,2126,1596,0,3
9,40,27417,22370,27417,22370,6,1,620,123,1,3
21,37,20241,23210,20239,23211,11,8,1850,1765,0,3
15,30,20810,23251,20810,23251,10,8,1534,1314,0,3
24,35,19305,21684,19305,21684,15,9,2169,1528,0,3
21,32,17983,20304,17983,20304,15,6,2360,1251,0,3
21,42,19476,21900,19476,21900,16,8,2397,1353,0,3
10,7,18767,21131,18767,21131,13,9,2065,1606,0,3
0,0,32884,25155,32884,25155,6,0,863,498,1,3
9,17,20457,23958,20454,23960,10,8,1755,1528,0,3
6,7,18613,21886,18643,21868,9,8,1379,1309,0,3
6,7,18325,22403,18324,22404,10,10,1580,1578,0,3
22,45,14507,20913,14306,20999,11,9,1797,1611,0,3
1,14,32652,24865,32652,24865,6,0,583,83,1,3
0,0,32770,25002,32770,25002,6,0,588,70,1,3
26,42,21757,23423,21757,23423,12,8,2080,1929,0,3
25,38,16335,19665,16335,19665,11,7,2136,2066,0,3
19,35,18864,24192,18864,24192,13,9,2324,1615,0,3
21,33,18038,20915,18038,20915,13,8,2211,1574,0,3
7,5,17921,22372,17910,22378,13,8,1978,1307,0,3
8,6,16095,20255,16093,20256,11,8,1734,1385,0,3
28,43,16542,18802,16543,18802,11,7,2310,2088,0,3
8,7,20279,23361,20279,23361,12,9,1820,1520,0,3
27,42,21678,25560,19745,24778,8,7,1715,2310,0,3
32,91,21238,21851,19500,21610,8,8,1216,1352,0,3
9,7,18990,22547,18990,22547,12,10,1729,1435,0,3
33,51,20936,23529,20936,23529,15,8,2243,1396,0,3
36,46,19042,23030,19042,23030,10,7,1807,1855,0,3
18,32,21120,24929,21115,24932,13,7,2337,1952,0,3
14,30,20621,22599,20621,22599,8,8,1384,1485,0,3
24,40,14215,17091,14215,17091,9,8,1600,1816,0,3
14,27,20277,22866,20277,22866,13,7,2147,1495,0,3
25,42,17758,22683,21967,24057,9,10,1226,1477,0,3
12,11,17674,20685,16990,20788,13,10,2062,1804,0,3
16,27,20439,23145,20439,23145,14,9,2077,1391,0,3
10,6,19248,20918,19248,20918,16,7,2403,1128,0,3
20,29,20188,24177,18099,23304,14,6,2426,1368,0,3
22,33,19243,23581,19243,23581,14,10,2215,1821,0,3
27,40,22318,24325,22318,24325,12,9,1757,1510,0,3
20,35,19908,22535,19908,22535,9,9,1251,1470,0,3
21,35,18350,21909,18350,21909,8,7,1512,1847,0,3
26,34,18375,22932,18375,22932,14,8,2228,1754,0,3
6,7,14237,18845,14237,18845,8,8,1222,1324,0,3
19,29,18956,21599,18956,21599,16,8,2719,1801,0,3
22,35,16515,18043,16515,18043,16,7,2483,1321,0,3
11,6,16289,22301,16289,22301,17,6,2621,1228,0,3
0,0,32312,24566,32312,24566,6,0,598,161,1,3
0,0,32314,24591,32314,24591,6,0,1151,574,1,3
26,35,21495,25391,21495,25391,17,7,2367,1258,0,3
25,37,20268,24660,20268,24660,14,8,2021,1264,0,3
28,42,18309,22873,18309,22873,10,6,2111,2038,0,3
14,10,21347,22233,21347,22233,13,9,1875,1588,0,3
11,9,19861,24107,15270,21897,12,10,1802,1502,0,3
